areaWithType,square_feet,transaction,status,floor,furnishing,facing,price_per_sqft,price
4,5800.0,23,Poss. by Dec '25,5 out of 20,Unfurnished,North - East,9500.0,55100000.0
4,5348.0,23,Ready to Move,7 out of 12,Unfurnished,East,8807.0,47100000.0
4,2915.0,23,Poss. by Mar '25,5 out of 13,Unfurnished,South -West,5454.0,15800000.0
4,6500.0,30,Ready to Move,Ground out of 2,,,23077.0,150000000.0
4,2493.0,23,Poss. by Dec '25,8 out of 13,Unfurnished,East,6570.0,16299999.999999998
1,1205.0,30,Ready to Move,2 out of 4,1 Open,1,7000.0,16800000.0
2,305.0,5,Freehold,Resale,2,30 m,152459.0,46500000.0
1,1917.0,30,Ready to Move,5 out of 10,Unfurnished,East,6000.0,17700000.0
2,1800.0,5,Freehold,Resale,3,25 m,16111.0,29000000.0
4,3259.0,23,Poss. by Mar '25,6 out of 13,Unfurnished,East,4750.0,15400000.0
4,3800.0,23,Poss. by Oct '25,9 out of 12,Unfurnished,East,5105.0,19400000.0
2,1602.0,5,Freehold,Resale,2,7 m,15000.0,24000000.0
2,5400.0,3,Co-operative Society,Resale,4,Yes,13889.0,75000000.0
4,1530.0,35,Ready to Move,Resale,East,"Garden/Park, Main Road",10784.0,16500000.0
4,1800.0,30,Ready to Move,Ground out of 2,Semi-Furnished,East,12500.0,22500000.0
4,3636.0,23,Ready to Move,6 out of 10,Unfurnished,North - East,6491.0,23600000.0
1,3400.0,31,Ready to Move,Resale,North - East,Main Road,15152.0,15000000.0
1,2835.0,15,Ready to Move,Resale,East,"Garden/Park, Main Road",13228.0,37500000.0
4,6130.0,30,Ready to Move,11 out of 12,Unfurnished,6,4486.0,27500000.0
4,3325.0,23,Poss. by Sep '25,8 out of 12,Unfurnished,East,6111.0,20300000.0
1,3500.0,30,Ready to Move,9 out of 25,Unfurnished,South -West,7433.0,37500000.0
1,3000.0,23,Poss. by Jan '25,4 out of 9,Unfurnished,Vesu Point,,20000000.0
4,2538.0,23,Poss. by Jan '27,5 out of 13,Unfurnished,East,6309.0,16000000.0
1,2000.0,30,Ready to Move,5 out of 12,Unfurnished,East,5491.0,18400000.0
1,2500.0,30,Ready to Move,10 out of 10,Furnished,North,5890.0,21500000.0
4,3200.0,30,Ready to Move,5 out of 12,Unfurnished,East,5938.0,19000000.0
4,2705.0,23,Poss. by Jun '24,7 out of 12,Unfurnished,South -West,6026.0,16299999.999999998
2,4581.0,38,Freehold,Resale,,,13752.0,63000000.0
4,3133.0,35,Poss. by Dec '28,New Property,DMD Signus,4,,
4,4304.0,35,Poss. by Dec '26,New Property,Sangini Epitome,1 Open,4750.0,20400000.0
4,8000.0,35,Poss. by Jan '25,New Property,Surya Signature,1 Open,9000.0,72000000.0
4,5000.0,23,Poss. by Jun '27,5 out of 15,Unfurnished,East,7000.0,35000000.0
4,6400.0,23,Poss. by Jun '26,18 out of 19,Unfurnished,East,6301.0,40300000.0
4,2750.0,23,Poss. by Jan '25,5 out of 12,Unfurnished,South -West,6300.0,17300000.0
1,2040.0,23,Poss. by Aug '25,3 out of 10,Unfurnished,East,5000.0,22600000.0
1,7200.0,30,Ready to Move,Ground out of 2,Unfurnished,East,2716.0,22000000.0
4,4900.0,23,Poss. by Jan '25,7 out of 12,Unfurnished,East,6300.0,30800000.0
1,2737.0,23,Ready to Move,4 out of 21,"10 Covered,",2,4280.0,24600000.0
4,4500.0,23,Poss. by Dec '26,6 out of 13,Unfurnished,East,6500.0,29200000.0
1,2724.0,23,Poss. by Dec '25,9 out of 11,Unfurnished,South -West,6885.0,35300000.0
1,1238.0,23,Poss. by Mar '27,10 out of 21,Unfurnished,South -West,7200.0,16200000.000000002
1,3120.0,35,Poss. by Jun '25,New Property,East,Garden/Park,5700.0,32300000.0
4,2780.0,23,Ready to Move,5 out of 16,Unfurnished,South -West,6000.0,16600000.0
4,5900.0,23,Poss. by Mar '25,7 out of 11,Unfurnished,East,6898.0,40700000.0
4,3528.0,23,Ready to Move,6 out of 7,2 Covered,2,8503.0,30000000.0
2,4500.0,7,Freehold,Resale,2,20 m,6111.0,27500000.0
4,2536.0,23,Poss. by Nov '26,6 out of 13,Unfurnished,"Garden/Park, Main Road",6309.0,15900000.0
4,3600.0,15,Ready to Move,Resale,South -West,"Garden/Park, Main Road",18889.0,68000000.0
2,304.0,3,Freehold,Resale,2,30 m,110197.0,33500000.0
1,2085.0,23,Poss. by Jan '26,19 out of 19,Unfurnished,East,8494.0,32200000.000000004
1,4070.0,23,Ready to Move,12 out of 13,Unfurnished,East,7500.0,55500000.0
4,3100.0,23,Poss. by Nov '25,5 out of 13,Unfurnished,East,5871.0,18200000.0
2,1665.0,5,Freehold,Resale,3,8 m,15556.0,25900000.0
4,1350.0,35,Ready to Move,Resale,East,"Garden/Park, Main Road",22222.0,30000000.0
4,1341.0,30,Ready to Move,Ground out of 3,Unfurnished,East,11559.0,15500000.0
1,1870.0,23,Ready to Move,6 out of 11,Unfurnished,North - East,6111.0,20700000.0
1,3600.0,30,Ready to Move,1 out of 1,Furnished,North - East,,27000000.0
4,2500.0,23,Ready to Move,7 out of 12,Unfurnished,East,6500.0,16200000.000000002
1,3750.0,30,Ready to Move,4 out of 15,Unfurnished,South -West,5644.0,25100000.0
1,1418.0,23,Poss. by Jun '25,5 out of 13,Unfurnished,East,5857.0,15100000.0
1,3950.0,30,Ready to Move,10 out of 13,Unfurnished,East,7400.0,52500000.0
4,3200.0,30,Poss. by May '25,3 out of 13,Unfurnished,East,5500.0,17600000.0
1,1900.0,23,Ready to Move,10 out of 14,Unfurnished,East,5500.0,18800000.0
4,3299.0,35,Poss. by Dec '28,New Property,DMD Signus,4,,
4,5400.0,35,Poss. by Dec '26,New Property,Sangini Epitome,1 Open,4750.0,25600000.0
4,,35,Poss. by Jan '25,New Property,Surya Signature,1 Open,9000.0,92200000.0
4,4000.0,23,Poss. by Dec '24,5 out of 20,Unfurnished,East,7200.0,28800000.0
4,4000.0,23,Poss. by Dec '24,7 out of 12,Unfurnished,East,7000.0,28000000.0
1,1966.0,23,Poss. by Aug '25,5 out of 10,Unfurnished,West,5000.0,21800000.0
4,3800.0,30,Poss. by May '26,5 out of 12,Unfurnished,East,4868.0,18500000.0
4,6300.0,23,Poss. by Apr '25,6 out of 12,Unfurnished,East,6300.0,39600000.0
4,2250.0,23,Ready to Move,9 out of 13,Unfurnished,South -West,6711.0,15100000.0
4,5700.0,23,Poss. by Oct '26,5 out of 13,Unfurnished,East,7000.0,39900000.0
4,5460.0,30,Ready to Move,2 out of 11,Furnished,South -West,8242.0,45000000.0
4,3373.0,23,Ready to Move,5 out of 12,Unfurnished,South -West,5752.0,19400000.0
1,1830.0,35,Ready to Move,New Property,East,Main Road,4848.0,22100000.0
1,1925.0,23,Ready to Move,5 out of 16,Unfurnished,South - East,6000.0,21000000.0
4,3800.0,23,Poss. by Aug '24,7 out of 12,Unfurnished,West,5289.0,20100000.0
4,2913.0,23,Poss. by Mar '25,5 out of 13,Unfurnished,South -West,5454.0,15800000.0
4,6404.0,23,Poss. by Sep '25,16 out of 19,Unfurnished,East,7800.0,49900000.0
1,1100.0,30,Ready to Move,Ground out of 10,1 Open,,27364.0,30100000.0
4,1395.0,35,Ready to Move,Resale,East,Main Road,21505.0,30000000.0
1,2085.0,23,Poss. by Dec '24,17 out of 19,Unfurnished,East,8599.0,32600000.0
1,2000.0,23,Ready to Move,7 out of 18,Unfurnished,East,7500.0,30000000.0
4,3600.0,23,Poss. by Oct '24,7 out of 13,Unfurnished,East,5600.0,20100000.0
2,6300.0,5,Freehold,Resale,4,12 m,18333.0,115500000.0
4,1656.0,30,Ready to Move,Ground out of 3,Semi-Furnished,East,9118.0,15100000.0
1,2248.0,23,Ready to Move,10 out of 20,Unfurnished,North - East,7791.0,32300000.0
1,3000.0,31,Ready to Move,Resale,North,Main Road,18519.0,25000000.0
4,2831.0,23,Poss. by Dec '24,8 out of 13,Unfurnished,East,5334.0,15100000.0
1,2500.0,30,Ready to Move,5 out of 15,Unfurnished,South -West,5687.0,21700000.0
4,3420.0,23,Ready to Move,7 out of 13,Unfurnished,South,5191.0,17700000.0
4,4378.0,30,Poss. by Jul '24,6 out of 12,Unfurnished,East,5733.0,25100000.0
4,3882.0,30,Ready to Move,5 out of 13,Semi-Furnished,South - East,6981.0,27100000.0
1,1750.0,23,Ready to Move,9 out of 14,Unfurnished,East,5500.0,17300000.0
4,2565.0,35,Poss. by Sep '24,New Property,DMD Aura,"1 Covered,",,
4,5600.0,35,Poss. by Dec '26,New Property,Sangini Epitome,1 Open,4750.0,26600000.0
4,5700.0,29,New Property,Unfurnished,1 Open,5,6500.0,37000000.0
4,2500.0,23,Poss. by Apr '25,6 out of 12,Unfurnished,East,6111.0,15200000.0
4,5124.0,23,Poss. by Oct '24,6 out of 12,Unfurnished,East,7100.0,36300000.0
4,3800.0,23,Poss. by Mar '25,6 out of 13,Unfurnished,East,6000.0,22800000.0
4,4370.0,23,Poss. by May '27,20 out of 20,Unfurnished,East,6178.0,27000000.0
4,9000.0,23,Poss. by Feb '25,11 out of 12,Unfurnished,South -West,8000.0,72000000.0
4,3551.0,23,Poss. by Dec '24,8 out of 12,Unfurnished,South -West,6421.0,22800000.0
4,3513.0,23,Poss. by Dec '24,5 out of 13,Unfurnished,East,5454.0,19100000.0
4,4000.0,30,Ready to Move,4 out of 20,Unfurnished,South -West,6300.0,25200000.0
4,3500.0,23,Poss. by Apr '25,5 out of 13,Unfurnished,South -West,6000.0,21000000.0
1,1455.0,35,Poss. by Oct '25,New Property,East,Main Road,5900.0,15600000.0
4,4000.0,23,Poss. by Dec '25,5 out of 20,Unfurnished,South - East,7000.0,28000000.0
4,3350.0,23,Poss. by Dec '25,9 out of 20,Unfurnished,East,6418.0,21500000.0
4,3818.0,23,Poss. by Jan '25,5 out of 13,Unfurnished,South -West,5151.0,19600000.0
4,4158.0,30,Poss. by Feb '25,1 out of 10,Unfurnished,East,8000.0,33200000.0
4,4878.0,30,Ready to Move,Ground out of 2,Furnished,South - East,15556.0,75800000.0
4,3900.0,30,Ready to Move,1 out of 6,1,,11538.0,45000000.0
1,1289.0,30,Ready to Move,1 out of 10,Furnished,East,7463.0,17500000.0
1,1800.0,30,Ready to Move,7 out of 12,Unfurnished,East,4649.0,17200000.0
4,2855.0,23,Poss. by Dec '24,7 out of 13,Unfurnished,East,5800.0,16500000.0
1,3150.0,15,Ready to Move,Resale,East,Main Road,,47500000.0
4,1440.0,35,Ready to Move,Resale,East,"Garden/Park, Main Road",11458.0,16500000.0
1,1460.0,23,Ready to Move,13 out of 13,Unfurnished,East,5989.0,15900000.0
1,2500.0,30,Ready to Move,1 out of 2,Furnished,West,,30000000.0
4,3200.0,23,Poss. by Dec '24,9 out of 13,Unfurnished,East,6031.0,19300000.0
4,2890.0,30,Ready to Move,9 out of 12,Furnished,South -West,6920.0,20000000.0
4,2735.0,23,Poss. by Jun '25,4 out of 12,Unfurnished,East,6049.0,16500000.0
1,2064.0,23,Poss. by Mar '26,10 out of 20,Unfurnished,East,6318.0,23700000.0
4,3636.0,29,New Property,Unfurnished,4,4,6500.0,23600000.0
4,2570.0,23,Poss. by Dec '26,4 out of 13,Unfurnished,East,6600.0,16900000.0
4,5800.0,23,Poss. by Dec '24,6 out of 18,Unfurnished,East,9517.0,55199999.99999999
4,4200.0,23,Poss. by Mar '25,6 out of 13,Unfurnished,East,6000.0,25200000.0
4,3770.0,23,Poss. by May '26,6 out of 19,Unfurnished,East,6101.0,23000000.0
4,3250.0,23,Poss. by Apr '25,6 out of 13,Unfurnished,East,4752.0,15400000.0
4,3850.0,23,Ready to Move,6 out of 12,Unfurnished,South -West,7500.0,28800000.0
4,3294.0,23,Poss. by Oct '25,5 out of 13,Unfurnished,East,4950.0,16299999.999999998
1,3065.0,23,Poss. by Apr '25,2 out of 12,Unfurnished,South -West,9882.0,55000000.0
4,3153.0,23,Ready to Move,5 out of 13,Unfurnished,South -West,4884.0,15400000.0
1,2020.0,35,Poss. by Oct '25,New Property,East,Main Road,5900.0,21600000.0
4,4000.0,23,Poss. by Dec '24,5 out of 20,Unfurnished,East,7125.0,28500000.0
4,5500.0,30,Ready to Move,9 out of 13,Unfurnished,East,6364.0,35000000.0
4,2742.0,23,Poss. by Oct '26,5 out of 13,Unfurnished,South -West,6300.0,17200000.0
4,3551.0,23,Poss. by Nov '25,7 out of 12,Unfurnished,East,6402.0,22700000.0
4,3636.0,23,Poss. by Dec '24,5 out of 10,Unfurnished,East,7178.0,26100000.0
2,2718.0,3,Freehold,Resale,2,30 m,12325.0,33500000.0
1,2942.0,23,Ready to Move,7 out of 12,Unfurnished,East,6552.0,35000000.0
2,1350.0,5,Freehold,Resale,2,7 m,13333.0,18000000.0
4,4000.0,23,Poss. by Jan '25,8 out of 14,Unfurnished,East,4500.0,18000000.0
1,1755.0,15,Ready to Move,Resale,East,Main Road,,33100000.0
2,810.0,3,Freehold,Resale,2,1 m,19136.0,15500000.0
1,1900.0,23,Ready to Move,11 out of 13,Unfurnished,North - East,5710.0,19700000.0
4,1500.0,31,Ready to Move,Resale,"Garden/Park, Main Road",Freehold,58600.0,87899999.99999999
4,3200.0,23,Poss. by Dec '24,9 out of 13,Unfurnished,East,5938.0,19000000.0
1,1432.0,35,Ready to Move,Resale,South,"Garden/Park, Pool, Main Road",6538.0,17000000.0
4,4590.0,23,Ready to Move,2 out of 13,Unfurnished,North - East,5708.0,26200000.0
1,1778.0,23,Poss. by Jun '26,5 out of 12,Unfurnished,East,4763.0,15400000.0
4,3250.0,35,Poss. by Feb '26,New Property,Sangini Epitome,3,4750.0,15400000.0
4,5500.0,23,Poss. by Jun '27,9 out of 18,Unfurnished,East,8191.0,45000000.0
4,3800.0,23,Poss. by Jan '25,5 out of 12,Unfurnished,South -West,6300.0,23900000.0
4,3450.0,23,Poss. by Dec '24,6 out of 12,Unfurnished,South -West,4500.0,15500000.0
4,2700.0,23,Ready to Move,5 out of 13,Unfurnished,East,6000.0,16200000.000000002
4,4000.0,23,Poss. by Jan '25,12 out of 13,Unfurnished,East,4988.0,19900000.0
1,3000.0,30,Ready to Move,7 out of 10,Furnished,North,10909.0,43099999.99999999
4,3261.0,23,Poss. by Jun '25,6 out of 13,Unfurnished,East,5501.0,17900000.0
4,,23,Poss. by Apr '25,17 out of 18,Unfurnished,East,9800.0,100900000.0
4,2741.0,23,Poss. by Jun '24,7 out of 13,Unfurnished,East,6050.0,16500000.0
1,2200.0,35,Ready to Move,New Property,East,"Garden/Park, Main Road",6491.0,25900000.0
4,5000.0,23,Poss. by Dec '24,5 out of 20,Unfurnished,East,7000.0,35000000.0
4,7150.0,23,Ready to Move,8 out of 14,Unfurnished,East,7790.0,55700000.0
4,770.0,30,Ready to Move,Ground out of 4,1 Covered,1,25974.0,20000000.0
4,2565.0,23,Poss. by May '27,4 out of 13,Unfurnished,"Garden/Park, Pool, Main Road",6570.0,16800000.0
1,1060.0,30,Ready to Move,3 out of 5,1 Covered,3,9000.0,16500000.0
4,945.0,15,Ready to Move,Resale,East,Garden/Park,27513.0,26000000.0
4,1440.0,30,Ready to Move,Ground out of 2,Furnished,East,19097.0,27500000.0
2,2025.0,10,144 X 126,Resale,No,,12222.0,24700000.000000004
4,3770.0,23,Poss. by Mar '25,7 out of 13,Unfurnished,East,5850.0,22000000.0
1,3150.0,30,Ready to Move,1 out of 1,Semi-Furnished,East,,42500000.0
4,1656.0,23,Ready to Move,Ground out of 3,Semi-Furnished,East,9118.0,15100000.0
1,1650.0,23,Poss. by Jul '25,9 out of 13,Unfurnished,North - East,5500.0,16500000.0
4,1458.0,30,Ready to Move,1 out of 1,Semi-Furnished,East,17901.0,26100000.0
4,3336.0,23,Poss. by Nov '24,8 out of 12,Unfurnished,East,6651.0,22100000.0
4,3285.0,23,Ready to Move,5 out of 13,Unfurnished,South,5751.0,18800000.0
4,2800.0,23,Ready to Move,3 out of 13,Unfurnished,South - East,6000.0,16800000.0
1,1688.0,23,Poss. by Jun '25,9 out of 12,Unfurnished,East,5550.0,17000000.0
4,3450.0,35,Poss. by Feb '26,New Property,Sangini Epitome,3,4750.0,16299999.999999998
4,4400.0,23,Poss. by Apr '27,5 out of 13,Unfurnished,East,7600.0,33400000.0
4,5000.0,23,Poss. by Jan '25,5 out of 12,Unfurnished,South -West,6300.0,31500000.0
4,4000.0,23,Poss. by Sep '24,7 out of 12,Unfurnished,South -West,4500.0,18000000.0
4,4500.0,23,Ready to Move,7 out of 13,Unfurnished,East,6000.0,27000000.0
4,3800.0,23,Poss. by Apr '25,12 out of 13,Unfurnished,South -West,5000.0,19000000.0
4,3636.0,23,Ready to Move,7 out of 12,Unfurnished,South -West,6500.0,23600000.0
4,3401.0,23,Poss. by Dec '27,5 out of 13,Unfurnished,East,5601.0,19000000.0
4,8300.0,23,Poss. by Apr '25,17 out of 18,Unfurnished,East,9795.0,81300000.00000001
4,5700.0,23,Poss. by Jun '24,13 out of 13,Unfurnished,East,6500.0,37000000.0
1,1830.0,35,Ready to Move,New Property,East,Garden/Park,5491.0,17300000.0
4,3200.0,23,Poss. by Dec '24,5 out of 11,Unfurnished,South -West,5850.0,18700000.0
4,3047.0,23,Poss. by Dec '25,9 out of 13,Unfurnished,East,5907.0,18000000.0
4,897.0,30,Ready to Move,Ground out of 12,2 Covered,2,20959.0,18800000.0
4,4604.0,35,4 out of 9,New Property,East,"Garden/Park, Pool, Main Road",6851.0,31500000.0
4,1620.0,30,Ready to Move,Ground out of 2,Furnished,South - East,40358.0,65300000.0
2,4770.0,30,240 X 180,Freehold,3,2,16667.0,79500000.0
1,1953.0,23,Ready to Move,5 out of 13,Unfurnished,East,6570.0,23300000.0
1,2700.0,35,Poss. by Sep '24,Resale,East,Power Of Attorney,5833.0,17500000.0
4,6000.0,23,Poss. by Nov '25,7 out of 13,Unfurnished,South -West,7167.0,43000000.0
4,3500.0,30,Poss. by May '25,6 out of 12,Unfurnished,East,5700.0,19900000.0
4,1638.0,23,Ready to Move,Ground out of 3,Semi-Furnished,East,9219.0,15100000.0
1,2310.0,23,Poss. by Dec '24,8 out of 13,Unfurnished,North - East,5714.0,24000000.0
0,1800.0,38,Resale,,,,22222.0,40000000.0
4,3047.0,23,Ready to Move,8 out of 12,Unfurnished,East,5940.0,18100000.0
4,3420.0,23,Ready to Move,7 out of 13,Unfurnished,South,5526.0,18900000.0
4,2450.0,30,Ready to Move,9 out of 12,Furnished,East,7347.0,18000000.0
1,2238.0,23,Poss. by Dec '24,9 out of 13,Unfurnished,East,6100.0,24800000.0
4,4304.0,35,Poss. by Feb '26,New Property,Sangini Epitome,1 Open,4750.0,20400000.0
1,1371.0,23,Poss. by Dec '25,4 out of 13,Unfurnished,East,6251.0,15500000.0
4,4200.0,23,Poss. by Dec '24,5 out of 12,Unfurnished,East,7600.0,31900000.0
4,4200.0,23,Poss. by Sep '24,7 out of 12,Unfurnished,South -West,4500.0,18900000.0
1,2000.0,23,Poss. by May '25,Ground out of 13,1 Covered,,30000.0,120000000.0
4,4600.0,23,Poss. by Apr '25,12 out of 13,Unfurnished,South -West,5000.0,23000000.0
1,3275.0,30,Ready to Move,8 out of 12,Unfurnished,East,6875.0,27500000.0
4,3067.0,23,Poss. by Jun '25,7 out of 13,Unfurnished,East,5850.0,17900000.0
4,4500.0,23,Poss. by Mar '25,3 out of 18,Unfurnished,East,8311.0,37400000.0
1,2646.0,23,Ready to Move,3 out of 3,Unfurnished,West,6425.0,17000000.0
1,1870.0,35,Poss. by Jun '26,New Property,East,Main Road,5600.0,19000000.0
1,1100.0,23,Ready to Move,5 out of 10,"1 Covered,",1,7273.0,16000000.0
4,3400.0,23,Poss. by Dec '26,5 out of 12,Unfurnished,East,5294.0,18000000.0
4,2100.0,23,Ready to Move,1 out of 12,2 Covered,1,15000.0,31500000.0
4,3000.0,30,Poss. by May '25,7 out of 12,Unfurnished,South -West,6500.0,19500000.0
1,790.0,23,Poss. by Dec '24,Ground out of 19,"1 Covered,",,21000.0,33100000.0
2,3600.0,7,Freehold,Resale,2,20 m,11667.0,42000000.0
4,3000.0,30,Ready to Move,5 out of 12,Unfurnished,East,8000.0,24000000.0
1,3250.0,23,Poss. by Apr '26,5 out of 19,Unfurnished,East,7500.0,44200000.0
4,4050.0,23,Poss. by Nov '25,5 out of 13,Unfurnished,South -West,7284.0,29500000.0
4,2650.0,30,Ready to Move,11 out of 12,Unfurnished,East,6500.0,17200000.0
1,1760.0,23,Ready to Move,7 out of 13,Unfurnished,North - East,6000.0,19200000.0
4,2700.0,23,Ready to Move,Ground out of 3,Semi-Furnished,East,12259.0,33100000.0
4,2700.0,23,Ready to Move,9 out of 12,Unfurnished,East,5600.0,15100000.0
4,3369.0,30,Ready to Move,9 out of 12,Unfurnished,South -West,6708.0,22600000.0
4,3577.0,23,Ready to Move,4 out of 13,Unfurnished,East,6500.0,23200000.0
1,1985.0,23,Ready to Move,6 out of 12,Unfurnished,East,4532.0,15500000.0
4,5600.0,35,Poss. by Feb '26,New Property,Sangini Epitome,1 Open,4750.0,26600000.0
1,1680.0,23,Poss. by Jun '26,10 out of 13,Unfurnished,North,6390.0,18800000.0
4,4000.0,23,Poss. by Dec '24,4 out of 12,Unfurnished,East,7600.0,30400000.0
4,5000.0,23,Poss. by Mar '25,6 out of 12,Unfurnished,South -West,6000.0,30000000.0
4,1512.0,23,Ready to Move,Ground out of 3,Unfurnished,East,26455.0,40000000.0
4,2962.0,23,Poss. by Apr '25,7 out of 12,Unfurnished,East,5991.0,17700000.0
4,3581.0,23,Poss. by Mar '26,9 out of 13,Unfurnished,South -West,5613.0,20100000.0
4,6300.0,30,Ready to Move,16 out of 20,Unfurnished,East,7523.0,47300000.00000001
4,3075.0,23,Poss. by Oct '24,2 out of 19,Unfurnished,South -West,5991.0,18400000.0
4,3261.0,23,Poss. by Aug '25,5 out of 10,Unfurnished,East,5652.0,18400000.0
1,1985.0,35,Ready to Move,New Property,East,Garden/Park,5491.0,18700000.0
4,3400.0,23,Poss. by Dec '26,5 out of 12,Unfurnished,North,5800.0,19700000.0
4,5500.0,23,Poss. by Dec '26,5 out of 12,Unfurnished,East,7191.0,39500000.0
4,3336.0,23,Poss. by Jan '25,6 out of 12,Unfurnished,South -West,7050.0,23500000.0
4,3000.0,30,Poss. by May '25,6 out of 20,Unfurnished,South -West,6500.0,19500000.0
4,4600.0,23,Poss. by Mar '28,2 out of 10,Unfurnished,East,7002.0,32200000.000000004
2,3645.0,5,Freehold,Resale,2,15 m,11523.0,42000000.0
4,1503.0,30,Ready to Move,Ground out of 3,Furnished,East,19960.0,30000000.0
1,3000.0,23,Ready to Move,8 out of 12,Unfurnished,South -West,6600.0,36300000.0
4,3515.0,30,Ready to Move,5 out of 12,Furnished,East,7112.0,25000000.0
1,1634.0,23,Ready to Move,16 out of 20,Unfurnished,North - East,5600.0,16600000.0
4,2000.0,30,Ready to Move,Ground out of 2,Semi-Furnished,East,9000.0,18000000.0
4,3700.0,23,Ready to Move,10 out of 12,Unfurnished,East,5600.0,20700000.0
1,1855.0,30,Ready to Move,9 out of 12,Unfurnished,South -West,6706.0,22600000.0
4,3671.0,23,Ready to Move,16 out of 18,Unfurnished,East,5200.0,19000000.0
1,2063.0,23,Poss. by Jun '26,15 out of 19,Unfurnished,East,5750.0,21500000.0
4,5000.0,12,New Property,Unfurnished,5,4,7500.0,37500000.0
4,3400.0,23,Poss. by Aug '24,5 out of 12,Unfurnished,East,5751.0,19500000.0
4,4675.0,23,Poss. by Jul '24,7 out of 12,Unfurnished,South -West,6802.0,31800000.0
4,2500.0,23,Poss. by Mar '25,7 out of 13,Unfurnished,South -West,6000.0,15000000.0
2,1350.0,14,Freehold,Resale,2,15 m,14815.0,20000000.0
4,3707.0,23,Ready to Move,7 out of 13,Unfurnished,East,4700.0,17400000.0
4,4351.0,23,Ready to Move,8 out of 12,Unfurnished,South -West,6500.0,28200000.0
4,3770.0,23,Poss. by Oct '26,5 out of 13,Unfurnished,East,5850.0,22000000.0
4,3113.0,30,Ready to Move,7 out of 14,Unfurnished,East,6200.0,19300000.0
4,2500.0,23,Poss. by Jun '25,5 out of 13,Unfurnished,South -West,6480.0,16200000.000000002
1,2360.0,35,Ready to Move,New Property,East,Main Road,6060.0,25200000.0
4,3500.0,30,Poss. by Dec '25,12 out of 19,Unfurnished,East,7457.0,26100000.0
4,3600.0,23,Poss. by Apr '25,10 out of 12,Unfurnished,West,4500.0,16200000.000000002
4,3150.0,23,Poss. by Mar '25,5 out of 18,Unfurnished,South -West,6490.0,20400000.0
1,6475.0,23,Poss. by Jun '26,2 out of 13,Unfurnished,East,11892.0,140000000.0
4,3401.0,23,Poss. by Dec '25,1 out of 12,Unfurnished,Garden/Park,5601.0,19000000.0
4,4500.0,23,Ready to Move,4 out of 7,1,,10000.0,45000000.0
4,3851.0,30,Ready to Move,12 out of 13,Furnished,East,5059.0,19400000.0
2,2016.0,5,Co-operative Society,Resale,2,20 m,11905.0,24000000.0
1,1431.0,15,Ready to Move,Resale,East,Main Road,,35000000.0
1,1733.0,23,Ready to Move,5 out of 13,Unfurnished,North - East,5400.0,17000000.0
